qseqid,taxon_name,pident,db,sample_id,count
1_1101_20836_22897_lib_ACATCG_tag_ACGTAT,,,,ML0563,4
1_1101_20920_24569_lib_ACATCG_tag_ACAGTC,NA,98.596,local,ML0563,99
1_1101_2114_16431_lib_ATTGGC_tag_AGACGC,,,,ML0563,7
1_1101_21873_22957_lib_TTGACT_tag_ATGTCG,,,,ML0563,1
1_1101_21933_24782_lib_CACTGT_tag_ACTAGC,,,,ML0563,4
1_1101_22228_10157_lib_ATTGGC_tag_AGACGC,Cancer oregonensis,97.764,genbank,ML0563,11
1_1101_22352_20108_lib_ACATCG_tag_ACGTAT,,,,ML0563,15
1_1101_22368_13985_lib_ACATCG_tag_ACAGTC,Ditylum brightwellii,100,genbank,ML0563,42
1_1101_22736_23282_lib_ATTGGC_tag_ACTAGC,Aurelia_aurita,98.722,local,ML0563,882
1_1101_23282_5483_lib_ACATCG_tag_AGCTAG,,,,ML0563,3
1_1101_23675_2687_lib_TGACAT_tag_ACTAGC,,,,ML0563,1
1_1101_24822_3915_lib_CACTGT_tag_ATGTCG,,,,ML0563,99
1_1101_26186_21733_lib_ATTGGC_tag_ACGTAT,,,,ML0563,1
1_1101_26437_5030_lib_ACATCG_tag_ACGTAT,,,,ML0563,141
1_1101_27121_14260_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1101_27189_10012_lib_ATTGGC_tag_ACAGTC,,,,ML0563,12
1_1101_2924_16963_lib_CACTGT_tag_ATGTCG,Harmothoe imbricata CMC01,99.681,genbank,ML0563,67
1_1101_2975_8726_lib_ACATCG_tag_ACAGTC,,,,ML0563,10
1_1101_3125_17573_lib_ATTGGC_tag_ACAGTC,,,,ML0563,385
1_1101_3983_16845_lib_CACTGT_tag_AGTGTA,,,,ML0563,4
1_1101_4059_7148_lib_ACATCG_tag_ACGTAT,,,,ML0563,33
1_1101_4267_9537_lib_CACTGT_tag_ATGTCG,,,,ML0563,56
1_1101_4698_19482_lib_ACATCG_tag_AGACGC,NA,100,local,ML0563,1
1_1101_5117_21652_lib_ACATCG_tag_ATGTCG,,,,ML0563,32
1_1101_6696_20508_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1101_7210_3947_lib_ATTGGC_tag_ACTAGC,,,,ML0563,21
1_1101_8407_15316_lib_ACATCG_tag_ACGTAT,,,,ML0563,11
1_1101_8761_22555_lib_ACATCG_tag_ACGTAT,,,,ML0563,44
1_1101_9533_5485_lib_ATTGGC_tag_ACGTAT,Geminosyllis ohma,100,genbank,ML0563,2
1_1101_9548_12195_lib_ACATCG_tag_AGACGC,Bougainvillia superciliaris,97.764,genbank,ML0563,4
1_1102_10053_19221_lib_ATTGGC_tag_AGTGTA,NA,98.722,local,ML0563,2
1_1102_10385_7700_lib_ACATCG_tag_ATGTCG,,,,ML0563,1
1_1102_10562_22357_lib_ACATCG_tag_AGTGTA,Chondracanthus exasperatus,100,genbank,ML0563,1
1_1102_10622_3934_lib_ACATCG_tag_ACGTAT,,,,ML0563,5
1_1102_11672_12246_lib_CACTGT_tag_AGCTAG,,,,ML0563,2
1_1102_12479_6639_lib_CACTGT_tag_ATGTCG,,,,ML0563,42
1_1102_12591_17532_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1102_14034_4785_lib_ACATCG_tag_ACTAGC,,,,ML0563,6
1_1102_14165_10682_lib_ACATCG_tag_AGTCAT,,,,ML0563,2
1_1102_15191_13716_lib_ACATCG_tag_ATAGCA,,,,ML0563,7
1_1102_15358_3607_lib_ACATCG_tag_ATAGCA,,,,ML0563,1
1_1102_15519_23983_lib_ACATCG_tag_ACAGTC,,,,ML0563,1
1_1102_17528_20674_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1102_18009_17782_lib_ATTGGC_tag_ACAGTC,,,,ML0563,12
1_1102_20103_12976_lib_ACATCG_tag_AGACGC,,,,ML0563,35
1_1102_2062_12201_lib_ACATCG_tag_AGTCAT,Halichondria panicea,99.361,genbank,ML0563,376
1_1102_23897_14398_lib_ATTGGC_tag_ACTAGC,,,,ML0563,74
1_1102_23963_9130_lib_GATCTG_tag_ACAGTC,,,,ML0563,1
1_1102_23993_10662_lib_ACATCG_tag_ACGTAT,,,,ML0563,42
1_1102_24712_15125_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_1102_24805_5402_lib_ACATCG_tag_ACAGTC,,,,ML0563,4
1_1102_27162_14563_lib_ATTGGC_tag_ACAGTC,,,,ML0563,18
1_1102_27363_10340_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_1102_27531_12576_lib_CACTGT_tag_AGTCAT,NA,98.083,local,ML0563,3
1_1102_5442_18667_lib_ACATCG_tag_ATCGAC,Minutocellus polymorphus,100,genbank,ML0563,3
1_1102_6138_20325_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1102_7196_20994_lib_ACATCG_tag_ACGTAT,Proceraea_nigropunctata_1,99.361,local,ML0563,1
1_1102_7586_8117_lib_ACATCG_tag_ACGTAT,,,,ML0563,86
1_1103_10249_20985_lib_ACATCG_tag_ACGTAT,Hydrozoa sp. prey of Macellomenia sp. KMK-2014,100,genbank,ML0563,45
1_1103_11851_12205_lib_ACATCG_tag_ACAGTC,,,,ML0563,9
1_1103_12073_7258_lib_ACATCG_tag_AGACGC,NA,98.083,local,ML0563,86
1_1103_13245_20102_lib_ACATCG_tag_ACAGTC,Syllis alternata CMC03,100,genbank,ML0563,4
1_1103_13388_5560_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_1103_13470_3565_lib_ACATCG_tag_ACGTAT,,,,ML0563,146
1_1103_13647_2713_lib_ATTGGC_tag_AGTCAT,,,,ML0563,3
1_1103_16472_10567_lib_ATTGGC_tag_ACTAGC,,,,ML0563,15
1_1103_16968_5849_lib_CACTGT_tag_ATGTCG,,,,ML0563,16
1_1103_17120_21319_lib_ACATCG_tag_ACGTAT,Eusyllis,100,local,ML0563,20
1_1103_17716_24169_lib_ACATCG_tag_AGACGC,,,,ML0563,1
1_1103_17992_7925_lib_ATTGGC_tag_ACGTAT,,,,ML0563,6
1_1103_19284_13586_lib_ACATCG_tag_ACAGTC,NA,99.681,local,ML0563,1
1_1103_19524_24142_lib_CACTGT_tag_ATGTCG,Modiolus_modiolus,99.638,local,ML0563,13
1_1103_19562_20925_lib_ATTGGC_tag_AGACGC,,,,ML0563,4
1_1103_19673_14878_lib_CACTGT_tag_ATGTCG,,,,ML0563,9
1_1103_20298_25275_lib_ATTGGC_tag_ATGTCG,,,,ML0563,2
1_1103_22054_10880_lib_CACTGT_tag_ATGTCG,,,,ML0563,5
1_1103_22438_20384_lib_ATTGGC_tag_ACTAGC,,,,ML0563,14
1_1103_27238_6845_lib_ACATCG_tag_ACAGTC,,,,ML0563,5
1_1103_5415_13048_lib_CACTGT_tag_ATCGAC,,,,ML0563,12
1_1103_7678_23337_lib_ATTGGC_tag_AGCTAG,,,,ML0563,4
1_1103_8298_1888_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_1103_8678_10792_lib_ATTGGC_tag_AGCTAG,Haliclona implexiformis,99.634,genbank,ML0563,26
1_1103_9097_14924_lib_ACATCG_tag_ACGTAT,uncultured Jiaozhou Bay zooplankton;Clytia hemisphaerica;Clytia xiamenensis;Clytia gracilis,100,genbank,ML0563,190
1_1104_12072_15785_lib_ATTGGC_tag_AGCTAG,NA,98.071,local,ML0563,98
1_1104_12886_19736_lib_ACATCG_tag_ATGTCG,Amphiascopsis_cinctus,97.444,local,ML0563,15
1_1104_13086_11749_lib_CACTGT_tag_ATGTCG,,,,ML0563,3
1_1104_13601_20805_lib_ATTGGC_tag_ACTAGC,,,,ML0563,2
1_1104_14735_20436_lib_CACTGT_tag_ATGTCG,,,,ML0563,13
1_1104_16310_7882_lib_ACATCG_tag_AGTCAT,,,,ML0563,1
1_1104_16831_6308_lib_ATTGGC_tag_ACTAGC,,,,ML0563,21
1_1104_19570_17093_lib_ACATCG_tag_ACAGTC,,,,ML0563,31
1_1104_19694_19252_lib_ACATCG_tag_ACTAGC,Attheya longicornis,98.697,genbank,ML0563,4
1_1104_20009_16228_lib_CACTGT_tag_ATGTCG,Balanus;NA,98.403,local,ML0563,3
1_1104_21341_22218_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1104_21605_17040_lib_CACTGT_tag_ATGTCG,,,,ML0563,7
1_1104_22104_15214_lib_CACTGT_tag_ATGTCG,,,,ML0563,18
1_1104_24696_14378_lib_ACATCG_tag_ACAGTC,Syllis_elongata,100,local,ML0563,335
1_1104_24837_6497_lib_ATTGGC_tag_ATGTCG,NA,97.07,local,ML0563,1
1_1104_25622_21654_lib_ACATCG_tag_AGTCAT,,,,ML0563,5
1_1104_27106_7850_lib_ATTGGC_tag_ACTAGC,,,,ML0563,14
1_1104_27605_12215_lib_ACATCG_tag_AGTCAT,Harpacticus_obscurus-2;Harpacticus_obscurus-3,99.681,local,ML0563,2
1_1104_3089_18912_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_1104_6128_19083_lib_ATTGGC_tag_ACGTAT,,,,ML0563,1
1_1104_6820_3558_lib_ATTGGC_tag_ACAGTC,,,,ML0563,7
1_1104_9826_9507_lib_TTGACT_tag_ATCGAC,Pseudosuberites nudus,98.901,genbank,ML0563,1
1_1105_10465_23467_lib_CACTGT_tag_ATGTCG,Paradactylopodia_sp._1,99.038,local,ML0563,3
1_1105_15313_14052_lib_CACTGT_tag_ATGTCG,Amonardia_normani,99.361,local,ML0563,2
1_1105_17692_5633_lib_ATTGGC_tag_AGCTAG,NA,97.444,local,ML0563,1
1_1105_18559_9551_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1105_21617_17623_lib_ATTGGC_tag_ATGTCG,,,,ML0563,1
1_1105_22739_16770_lib_CACTGT_tag_AGCTAG,,,,ML0563,1
1_1105_24799_14168_lib_ATTGGC_tag_ACTAGC,NA,98.083,local,ML0563,1
1_1105_26328_12201_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_1105_6043_13163_lib_CACTGT_tag_ATGTCG,Modiolus_modiolus,99.278,local,ML0563,6
1_1106_10224_3850_lib_ACATCG_tag_ATCGAC,Diopatra cf. ornata JZ-2010,100,genbank,ML0563,1
1_1106_11135_24917_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1106_12865_16710_lib_ACATCG_tag_AGTGTA,,,,ML0563,29
1_1106_13576_21627_lib_ACATCG_tag_ACAGTC,Megalomma splendida,100,genbank,ML0563,70
1_1106_14000_13167_lib_ACATCG_tag_ACGTAT,,,,ML0563,5
1_1106_15355_6833_lib_ACATCG_tag_AGTGTA,Pseudocalanus newmani,100,genbank,ML0563,1
1_1106_16705_25152_lib_CACTGT_tag_AGTGTA,,,,ML0563,2
1_1106_16937_15920_lib_ACATCG_tag_AGACGC,Styela_gibbsi,100,local,ML0563,1275
1_1106_17194_22413_lib_CACTGT_tag_AGTCAT,,,,ML0563,90
1_1106_19017_18792_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_1106_19291_11409_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1106_19595_15921_lib_CACTGT_tag_ATGTCG,NA,98.252,local,ML0563,6
1_1106_2026_15187_lib_ACATCG_tag_AGACGC,,,,ML0563,3882
1_1106_21006_14834_lib_ACATCG_tag_AGACGC,Bowerbankia_gracilis,100,local,ML0563,6
1_1106_21872_18323_lib_ATTGGC_tag_ACTAGC,Calycella syringa,97.125,genbank,ML0563,28
1_1106_24447_9735_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1106_29432_15553_lib_CACTGT_tag_ATGTCG,,,,ML0563,42
1_1106_4439_13928_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1106_4773_12799_lib_ATTGGC_tag_AGTCAT,,,,ML0563,8
1_1106_5746_21376_lib_CACTGT_tag_ACTAGC,,,,ML0563,26
1_1106_6291_13964_lib_ACATCG_tag_AGACGC,,,,ML0563,475
1_1106_7232_6690_lib_ATTGGC_tag_ACTAGC,Halichondria panicea,98.722,genbank,ML0563,29
1_1106_9018_23687_lib_CACTGT_tag_ATGTCG,NA,98.083,local,ML0563,11
1_1106_9320_7288_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_1107_10095_20036_lib_ACATCG_tag_ACGTAT,,,,ML0563,2
1_1107_12329_7378_lib_ACATCG_tag_AGACGC,Poecilostomatoida_sp._1,100,local,ML0563,1
1_1107_12558_16182_lib_ATTGGC_tag_ACTAGC,,,,ML0563,1
1_1107_18673_11644_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_1107_18950_10759_lib_ATTGGC_tag_ACTAGC,,,,ML0563,7
1_1107_19055_11641_lib_CACTGT_tag_ATGTCG,Pyuridae,99.674,local,ML0563,2
1_1107_26587_20727_lib_CACTGT_tag_ATGTCG,NA,98.083,local,ML0563,13
1_1107_3402_10346_lib_ATTGGC_tag_ACTAGC,NA,98.722,local,ML0563,21
1_1107_7102_15627_lib_ATTGGC_tag_AGCTAG,,,,ML0563,3
1_1107_8061_2955_lib_CACTGT_tag_ATGTCG,Modiolus_modiolus,99.642,local,ML0563,2
1_1107_8787_20848_lib_ATTGGC_tag_ACTAGC,,,,ML0563,36
1_1108_15988_11990_lib_ACATCG_tag_AGACGC,Diarthrodes_sp._1,98.722,local,ML0563,66
1_1108_16375_6231_lib_ACATCG_tag_AGCTAG,,,,ML0563,1
1_1108_17241_7963_lib_ACATCG_tag_ACGTAT,,,,ML0563,8
1_1108_17395_1558_lib_ACATCG_tag_AGACGC,NA,97.444,local,ML0563,6
1_1108_18031_20905_lib_ATTGGC_tag_AGTCAT,Exogone,98.955,local,ML0563,5
1_1108_20336_21047_lib_CACTGT_tag_ACAGTC,,,,ML0563,2
1_1108_21579_23051_lib_ACATCG_tag_ACGTAT,,,,ML0563,9
1_1108_23899_14228_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1108_24329_17823_lib_CACTGT_tag_ATGTCG,NA,98.083,local,ML0563,2
1_1108_24765_3681_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1108_5759_9462_lib_ACATCG_tag_ACGTAT,,,,ML0563,5
1_1108_6639_5109_lib_ATTGGC_tag_ACTAGC,,,,ML0563,27
1_1109_10213_18834_lib_ACATCG_tag_ACAGTC,,,,ML0563,2
1_1109_11698_10371_lib_ATTGGC_tag_AGACGC,,,,ML0563,1
1_1109_17372_9525_lib_CACTGT_tag_ATCGAC,Paradactylopodia_sp._1,99.357,local,ML0563,3
1_1109_18685_2694_lib_ACATCG_tag_AGCTAG,,,,ML0563,2
1_1109_19596_18199_lib_CACTGT_tag_ATGTCG,Paradactylopodia_sp._1,98.403,local,ML0563,1
1_1109_20443_20427_lib_CACTGT_tag_ATGTCG,Glebocarcinus oregonensis;Cancer jordani;Cancer oregonensis,97.125,genbank,ML0563,2
1_1109_22641_6446_lib_GATCTG_tag_ACTAGC,Citharichthys stigmaeus,99.681,genbank,ML0563,1
1_1109_23909_9063_lib_ATTGGC_tag_ACTAGC,,,,ML0563,6
1_1109_5267_9692_lib_ATTGGC_tag_AGCTAG,,,,ML0563,21
1_1109_9872_2535_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_1110_13431_11745_lib_ACATCG_tag_AGTCAT,,,,ML0563,1
1_1110_13737_12750_lib_CACTGT_tag_ACGTAT,NA,98.722,local,ML0563,3
1_1110_15582_19908_lib_ATTGGC_tag_AGCTAG,,,,ML0563,2
1_1110_16191_11074_lib_ACATCG_tag_ACTAGC,,,,ML0563,12
1_1110_16438_18020_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_1110_16608_3403_lib_TACAAG_tag_AGACGC,,,,ML0563,1
1_1110_19354_20646_lib_ACATCG_tag_AGCTAG,,,,ML0563,3
1_1110_19775_3588_lib_ACATCG_tag_ATGTCG,,,,ML0563,1
1_1110_20545_2025_lib_ACATCG_tag_AGACGC,,,,ML0563,18
1_1110_21365_18765_lib_CACTGT_tag_ATGTCG,NA,98.951,local,ML0563,37
1_1110_22299_23893_lib_GGAACT_tag_AGACGC,,,,ML0563,7
1_1110_24867_7153_lib_ATTGGC_tag_AGTCAT,,,,ML0563,32
1_1110_25005_21341_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1110_25006_4676_lib_TTGACT_tag_ACTAGC,,,,ML0563,1
1_1110_3240_7158_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1110_4441_11938_lib_ATTGGC_tag_ACAGTC,Proceraea_hanssoni,100,local,ML0563,1
1_1110_6534_10557_lib_ATTGGC_tag_ACGTAT,,,,ML0563,26
1_1110_7985_20930_lib_ACATCG_tag_ACGTAT,Polycirrus sp. CMC02,100,genbank,ML0563,29
1_1111_10538_7375_lib_CACTGT_tag_ATGTCG,Ophiopholis kennerlyi,100,genbank,ML0563,2
1_1111_12059_22591_lib_CACTGT_tag_ATCGAC,,,,ML0563,78
1_1111_13637_20170_lib_ACATCG_tag_ATGTCG,Euryte_sp._1,99.361,local,ML0563,2
1_1111_13938_12608_lib_ATTGGC_tag_ACGTAT,,,,ML0563,22
1_1111_14342_20979_lib_ACATCG_tag_ACGTAT,,,,ML0563,2
1_1111_16542_22129_lib_ACATCG_tag_AGCTAG,Boltenia_villosa,99.681,local,ML0563,617
1_1111_16915_21671_lib_ACATCG_tag_ACGTAT,,,,ML0563,166
1_1111_18425_1519_lib_ACATCG_tag_ACGTAT,Euryte_sp._1,97.444,local,ML0563,6
1_1111_19597_9756_lib_ACATCG_tag_ACAGTC,Pholoides asperus,99.681,genbank,ML0563,29
1_1111_19937_9158_lib_ACATCG_tag_AGTCAT,,,,ML0563,1
1_1111_26085_14565_lib_CACTGT_tag_ACAGTC,Ophiopholis kennerlyi,100,genbank,ML0563,1049
1_1111_4762_14975_lib_ACATCG_tag_ACTAGC,Schizobranchia_insignis,100,local,ML0563,22
1_1111_5915_17186_lib_ACATCG_tag_AGCTAG,,,,ML0563,1
1_1111_7467_2461_lib_CACTGT_tag_ATGTCG,,,,ML0563,5
1_1111_7978_9259_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1111_8973_20676_lib_CACTGT_tag_ATGTCG,,,,ML0563,10
1_1112_19173_13184_lib_ATTGGC_tag_ACGTAT,,,,ML0563,3
1_1112_23098_6685_lib_ACATCG_tag_ACAGTC,Amonardia_normani,99.361,local,ML0563,1032
1_1112_26530_21348_lib_ACATCG_tag_AGACGC,NA,100,local,ML0563,15
1_1112_26551_19472_lib_ACATCG_tag_AGCTAG,,,,ML0563,1
1_1112_28600_8618_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1112_5863_12571_lib_ATTGGC_tag_AGTCAT,,,,ML0563,3
1_1112_6234_18653_lib_CACTGT_tag_ATGTCG,NA,97.106,local,ML0563,1
1_1112_8683_15431_lib_ATTGGC_tag_AGCTAG,,,,ML0563,3
1_1113_10468_11636_lib_TGGTCA_tag_ATGTCG,,,,ML0563,1
1_1113_10895_10795_lib_CACTGT_tag_ATGTCG,Aurelia_aurita,98.722,local,ML0563,2
1_1113_13331_12547_lib_TACAAG_tag_ATAGCA,,,,ML0563,3
1_1113_15730_9940_lib_ATTGGC_tag_ACGTAT,,,,ML0563,2
1_1113_16062_15124_lib_ATTGGC_tag_ACAGTC,,,,ML0563,31
1_1113_18484_10342_lib_CACTGT_tag_ATGTCG,Aurelia_aurita,98.722,local,ML0563,11
1_1113_23309_24598_lib_ATTGGC_tag_AGCTAG,,,,ML0563,2
1_1113_29450_13382_lib_ACATCG_tag_AGTCAT,,,,ML0563,2
1_1113_8652_3651_lib_CACTGT_tag_ATGTCG,,,,ML0563,31
1_1114_15005_16329_lib_CACTGT_tag_ATCGAC,,,,ML0563,2
1_1114_15650_5557_lib_TTGACT_tag_ACTAGC,,,,ML0563,1
1_1114_16811_20901_lib_TACAAG_tag_ATCGAC,,,,ML0563,1
1_1114_18540_8316_lib_ACATCG_tag_ACTAGC,Exogone,99.652,local,ML0563,12
1_1114_22889_8598_lib_ACATCG_tag_AGTGTA,,,,ML0563,2
1_1114_25584_7933_lib_ATTGGC_tag_AGTCAT,Parapleustinae_sp._1,99.681,local,ML0563,3
1_1114_26232_21203_lib_ACATCG_tag_AGTCAT,Bugula pacifica,100,genbank,ML0563,50
1_1115_10088_19254_lib_CACTGT_tag_ATGTCG,,,,ML0563,9
1_1115_13713_17590_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1115_14384_7362_lib_ATTGGC_tag_AGTGTA,,,,ML0563,4
1_1115_14831_7689_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1115_21626_4437_lib_CACTGT_tag_AGTCAT,Aurelia_aurita,99.042,local,ML0563,1
1_1115_24323_6661_lib_ACATCG_tag_ACAGTC,Amphiascopsis_sp._1;NA,100,local,ML0563,5
1_1115_25962_20735_lib_ATTGGC_tag_AGACGC,,,,ML0563,2
1_1115_28153_9530_lib_ACATCG_tag_ATCGAC,,,,ML0563,109
1_1115_5222_13221_lib_ACATCG_tag_ATCGAC,,,,ML0563,1
1_1115_5308_21005_lib_CACTGT_tag_ATGTCG,Modiolus_modiolus,99.275,local,ML0563,3
1_1115_5885_19222_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1115_7936_10495_lib_ACATCG_tag_AGACGC,,,,ML0563,5
1_1116_11086_12700_lib_CACTGT_tag_ATGTCG,,,,ML0563,3
1_1116_15980_23100_lib_CACTGT_tag_ATGTCG,Modiolus_modiolus,98.917,local,ML0563,3
1_1116_17598_11120_lib_GATCTG_tag_AGACGC,,,,ML0563,1
1_1116_17621_3705_lib_ACATCG_tag_ACTAGC,,,,ML0563,4231
1_1116_18233_9268_lib_CACTGT_tag_ATGTCG,Pholoides asperus,99.653,genbank,ML0563,7
1_1116_18551_17880_lib_ATTGGC_tag_ACAGTC,NA,99.267,local,ML0563,32
1_1116_19670_16611_lib_ATTGGC_tag_ACGTAT,,,,ML0563,21
1_1116_19957_24561_lib_ACATCG_tag_AGTCAT,,,,ML0563,216
1_1116_24667_14366_lib_ACATCG_tag_AGACGC,NA,100,local,ML0563,6
1_1116_24976_15998_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1116_5142_21124_lib_ATTGGC_tag_AGCTAG,,,,ML0563,10
1_1117_10547_22813_lib_ATTGGC_tag_ACTAGC,,,,ML0563,40
1_1117_12477_18899_lib_ACATCG_tag_ACGTAT,Thalassiosira nordenskioeldii,99.63,genbank,ML0563,11
1_1117_13536_15311_lib_ACATCG_tag_ATAGCA,,,,ML0563,1
1_1117_14133_11611_lib_ATTGGC_tag_AGTCAT,,,,ML0563,1
1_1117_15202_22150_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_1117_16218_14310_lib_ATTGGC_tag_ACGTAT,,,,ML0563,1
1_1117_18006_13174_lib_CACTGT_tag_ATGTCG,,,,ML0563,7
1_1117_4783_5525_lib_TGGTCA_tag_ACGTAT,,,,ML0563,1
1_1117_5179_13543_lib_ATTGGC_tag_ACGTAT,,,,ML0563,115
1_1117_7013_16332_lib_ACATCG_tag_AGACGC,,,,ML0563,494
1_1117_7496_10015_lib_ACATCG_tag_AGCTAG,,,,ML0563,2
1_1117_8541_17351_lib_ACATCG_tag_AGTCAT,Pugettia gracilis,100,genbank,ML0563,4
1_1117_8848_14968_lib_ACATCG_tag_ACAGTC,,,,ML0563,1
1_1118_13607_17303_lib_ACATCG_tag_ATGTCG,,,,ML0563,1
1_1118_13938_13227_lib_TGGTCA_tag_AGTCAT,,,,ML0563,1
1_1118_15043_21638_lib_ACATCG_tag_AGACGC,,,,ML0563,1641
1_1118_15644_19234_lib_ATTGGC_tag_AGACGC,,,,ML0563,6
1_1118_16544_4751_lib_TGGTCA_tag_AGTGTA,,,,ML0563,1
1_1118_17023_20082_lib_ACATCG_tag_AGACGC,,,,ML0563,1
1_1118_18960_4751_lib_ACATCG_tag_AGCTAG,,,,ML0563,57
1_1118_19087_11217_lib_ATTGGC_tag_ACTAGC,,,,ML0563,1
1_1118_2276_15150_lib_CACTGT_tag_ATGTCG,,,,ML0563,4
1_1119_10799_22359_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1119_13285_2376_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1119_13482_21821_lib_ACATCG_tag_AGTGTA,,,,ML0563,3
1_1119_14239_11090_lib_ACATCG_tag_ATCGAC,Pycnococcus provasolii,100,genbank,ML0563,3
1_1119_15028_6530_lib_ACATCG_tag_ACTAGC,,,,ML0563,15008
1_1119_15598_6402_lib_CACTGT_tag_ATGTCG,,,,ML0563,1
1_1119_18825_19342_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_1119_19119_20540_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_1119_20444_16003_lib_ACATCG_tag_AGCTAG,Stephanopyxis turris,100,genbank,ML0563,1
1_1119_21557_24704_lib_CACTGT_tag_ATAGCA,,,,ML0563,1
1_1119_21708_16019_lib_ACATCG_tag_ACGTAT,,,,ML0563,37
1_1119_23122_12016_lib_CACTGT_tag_ATGTCG,Pyuridae,98.403,local,ML0563,2
1_1119_24648_17411_lib_ACATCG_tag_ACGTAT,,,,ML0563,1
1_1119_26510_14008_lib_ACATCG_tag_AGACGC,,,,ML0563,11
1_1119_28330_9063_lib_CACTGT_tag_ATCGAC,Citharichthys stigmaeus,100,genbank,ML0563,1
1_1119_29050_15426_lib_CACTGT_tag_AGTCAT,,,,ML0563,1
1_2101_11513_11722_lib_ACATCG_tag_AGCTAG,,,,ML0563,1
1_2101_12911_4899_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
1_2101_13114_10341_lib_ACATCG_tag_ATGTCG,,,,ML0563,10
1_2101_21432_3761_lib_CACTGT_tag_AGCTAG,,,,ML0563,1
1_2101_25130_20047_lib_CACTGT_tag_AGTCAT,Boltenia_villosa,98.403,local,ML0563,28
1_2101_6372_13042_lib_ACATCG_tag_AGTCAT,,,,ML0563,1
1_2102_14450_23250_lib_CACTGT_tag_ATGTCG,,,,ML0563,2
1_2102_18192_13399_lib_TGGTCA_tag_AGACGC,Paradactylopodia_sp._1,99.357,local,ML0563,1
1_2102_18737_6047_lib_ATTGGC_tag_AGACGC,Halichondria panicea,97.764,genbank,ML0563,2
1_2102_18935_4382_lib_ATTGGC_tag_AGCTAG,,,,ML0563,4
1_2102_19313_18957_lib_ATTGGC_tag_ATGTCG,,,,ML0563,1
1_2102_24919_19210_lib_CACTGT_tag_AGTCAT,,,,ML0563,1
1_2102_2522_14429_lib_CACTGT_tag_AGTGTA,,,,ML0563,1
1_2102_9852_20320_lib_ATTGGC_tag_ACTAGC,Haliclona xena,99.627,genbank,ML0563,1
1_2103_11178_14511_lib_ACATCG_tag_ATGTCG,,,,ML0563,1
1_2103_11692_13181_lib_ACATCG_tag_AGTGTA,,,,ML0563,1
1_2103_12148_22651_lib_ACATCG_tag_ACGTAT,,,,ML0563,5
1_2103_15377_23878_lib_ACATCG_tag_AGCTAG,,,,ML0563,3
1_2103_18556_16930_lib_GATCTG_tag_AGCTAG,,,,ML0563,1
1_2104_14590_15293_lib_CACTGT_tag_ATGTCG,,,,ML0563,7
1_2104_18228_20595_lib_CACTGT_tag_ATGTCG,,,,ML0563,3
1_2104_18460_17805_lib_ACATCG_tag_ACGTAT,,,,ML0563,6
1_2104_28751_13079_lib_ACATCG_tag_ACAGTC,Cancer oregonensis,97.125,genbank,ML0563,2
1_2104_6469_9740_lib_TGGTCA_tag_ACGTAT,,,,ML0563,1
1_2104_6819_16300_lib_ACATCG_tag_ACAGTC,,,,ML0563,4
1_2104_6941_23504_lib_ATTGGC_tag_AGCTAG,,,,ML0563,1
